node_id,role,threads,op_per_client,total_ops,recordcount,keysize,max_exec,sent_bytes,recv_bytes,sum_bytes,timestamp
1,peer,50,100000,300000,10000,2048,60,31888993,4023824,35912817,2025-08-25T09:01:11+02:00
2,peer,50,100000,300000,10000,2048,60,61852771,5982152,67834923,2025-08-25T09:01:11+02:00
3,peer,50,100000,300000,10000,2048,60,31859668,4024196,35883864,2025-08-25T09:01:11+02:00
