dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,6736500,50,100000,500000,2025-11-16T18:41:33+01:00
2,22379,34794328,50,100000,500000,2025-11-16T18:41:33+01:00
3,32379,6780048,50,100000,500000,2025-11-16T18:41:33+01:00
4,42379,6736992,50,100000,500000,2025-11-16T18:41:33+01:00
5,52379,6652740,50,100000,500000,2025-11-16T18:41:33+01:00
