node_id,role,threads,op_per_client,total_ops,recordcount,keysize,max_exec,sent_bytes,recv_bytes,sum_bytes,timestamp
2,peer,50,100000,300000,64000,2048,200,677943309,6659412,684602721,2025-10-12T22:28:06+02:00
1,peer,50,100000,300000,64000,2048,200,238847605,3652924,242500529,2025-10-12T22:28:06+02:00
3,peer,50,100000,300000,64000,2048,200,238762019,3625088,242387107,2025-10-12T22:28:06+02:00
