node_id,role,threads,op_per_client,total_ops,recordcount,keysize,max_exec,sent_bytes,recv_bytes,sum_bytes,timestamp
2,peer,50,100000,300000,66000,4096,200,2552669764,13431756,2566101520,2025-10-12T22:34:04+02:00
1,peer,50,100000,300000,66000,4096,200,446201205,4247504,450448709,2025-10-12T22:34:04+02:00
3,peer,50,100000,300000,66000,4096,200,446144150,4222128,450366278,2025-10-12T22:34:04+02:00
