dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,7949760,50,100000,500000,2025-11-16T18:15:32+01:00
2,22379,7945392,50,100000,500000,2025-11-16T18:15:32+01:00
3,32379,28248700,50,100000,500000,2025-11-16T18:15:32+01:00
4,42379,7852948,50,100000,500000,2025-11-16T18:15:32+01:00
5,52379,7705592,50,100000,500000,2025-11-16T18:15:32+01:00
