dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,7722680,50,100000,500000,2025-11-16T18:27:02+01:00
2,22379,7841656,50,100000,500000,2025-11-16T18:27:02+01:00
3,32379,7749876,50,100000,500000,2025-11-16T18:27:02+01:00
4,42379,7560232,50,100000,500000,2025-11-16T18:27:02+01:00
5,52379,29513616,50,100000,500000,2025-11-16T18:27:02+01:00
