dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,7706176,50,100000,500000,2025-11-16T18:21:42+01:00
2,22379,39623508,50,100000,500000,2025-11-16T18:21:42+01:00
3,32379,7483764,50,100000,500000,2025-11-16T18:21:42+01:00
4,42379,7410504,50,100000,500000,2025-11-16T18:21:42+01:00
5,52379,7171488,50,100000,500000,2025-11-16T18:21:42+01:00
