dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,26625140,50,100000,500000,2025-11-16T18:54:56+01:00
2,22379,6959332,50,100000,500000,2025-11-16T18:54:56+01:00
3,32379,6946824,50,100000,500000,2025-11-16T18:54:56+01:00
4,42379,6912124,50,100000,500000,2025-11-16T18:54:56+01:00
5,52379,6749548,50,100000,500000,2025-11-16T18:54:56+01:00
