dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,6734732,50,100000,500000,2025-11-16T18:35:27+01:00
2,22379,48343740,50,100000,500000,2025-11-16T18:35:27+01:00
3,32379,6173772,50,100000,500000,2025-11-16T18:35:27+01:00
4,42379,6373872,50,100000,500000,2025-11-16T18:35:27+01:00
5,52379,6558732,50,100000,500000,2025-11-16T18:35:27+01:00
