dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,7058340,50,100000,500000,2025-11-16T18:30:46+01:00
2,22379,6951260,50,100000,500000,2025-11-16T18:30:46+01:00
3,32379,6977624,50,100000,500000,2025-11-16T18:30:46+01:00
4,42379,35613448,50,100000,500000,2025-11-16T18:30:46+01:00
5,52379,6915120,50,100000,500000,2025-11-16T18:30:46+01:00
