node_id,role,threads,op_per_client,total_ops,recordcount,keysize,max_exec,sent_bytes,recv_bytes,sum_bytes,timestamp
1,peer,50,100000,300000,10000,1024,60,31646100,3803220,35449320,2025-08-25T09:03:46+02:00
2,peer,50,100000,300000,10000,1024,60,58333770,5911092,64244862,2025-08-25T09:03:46+02:00
3,peer,50,100000,300000,10000,1024,60,31521678,3775036,35296714,2025-08-25T09:03:46+02:00
