dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,6892220,50,100000,500000,2025-11-16T18:06:23+01:00
2,22379,7121136,50,100000,500000,2025-11-16T18:06:23+01:00
3,32379,6779928,50,100000,500000,2025-11-16T18:06:24+01:00
4,42379,6972856,50,100000,500000,2025-11-16T18:06:24+01:00
5,52379,24868900,50,100000,500000,2025-11-16T18:06:24+01:00
