node_id,role,threads,op_per_client,total_ops,recordcount,keysize,max_exec,sent_bytes,recv_bytes,sum_bytes,timestamp
1,peer,50,100000,300000,10000,4096,60,31085795,3348764,34434559,2025-08-24T12:28:27+02:00
2,peer,50,100000,300000,10000,4096,60,68524334,5326488,73850822,2025-08-24T12:28:27+02:00
3,peer,50,100000,300000,10000,4096,60,31034667,3322956,34357623,2025-08-24T12:28:27+02:00
