node_id,role,threads,op_per_client,total_ops,recordcount,keysize,max_exec,sent_bytes,recv_bytes,sum_bytes,timestamp
1,peer,50,100000,300000,10000,4096,60,445985264,3945404,449930668,2025-08-24T12:30:18+02:00
2,peer,50,100000,300000,10000,4096,60,2552401611,13182552,2565584163,2025-08-24T12:30:18+02:00
3,peer,50,100000,300000,10000,4096,60,445965373,3930596,449895969,2025-08-24T12:30:18+02:00
