node_id,role,threads,op_per_client,total_ops,recordcount,keysize,max_exec,sent_bytes,recv_bytes,sum_bytes,timestamp
1,peer,50,100000,300000,63000,4096,200,446731483,4737740,451469223,2025-10-12T22:26:16+02:00
2,peer,50,100000,300000,63000,4096,200,1288527022,9243980,1297771002,2025-10-12T22:26:16+02:00
3,peer,50,100000,300000,63000,4096,200,446740767,4730208,451470975,2025-10-12T22:26:16+02:00
