dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,7658952,50,100000,500000,2025-11-16T18:23:57+01:00
2,22379,31491616,50,100000,500000,2025-11-16T18:23:57+01:00
3,32379,7628168,50,100000,500000,2025-11-16T18:23:57+01:00
4,42379,7587088,50,100000,500000,2025-11-16T18:23:57+01:00
5,52379,7466864,50,100000,500000,2025-11-16T18:23:57+01:00
