dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,7869824,50,100000,500000,2025-11-16T18:53:22+01:00
2,22379,31574032,50,100000,500000,2025-11-16T18:53:22+01:00
3,32379,7860076,50,100000,500000,2025-11-16T18:53:22+01:00
4,42379,7794152,50,100000,500000,2025-11-16T18:53:22+01:00
5,52379,7697652,50,100000,500000,2025-11-16T18:53:22+01:00
