dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,7098640,50,100000,500000,2025-11-16T18:43:04+01:00
2,22379,7091256,50,100000,500000,2025-11-16T18:43:04+01:00
3,32379,30045780,50,100000,500000,2025-11-16T18:43:04+01:00
4,42379,7081348,50,100000,500000,2025-11-16T18:43:04+01:00
5,52379,6891716,50,100000,500000,2025-11-16T18:43:04+01:00
