dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,7908832,50,100000,500000,2025-11-16T18:50:08+01:00
2,22379,7799292,50,100000,500000,2025-11-16T18:50:08+01:00
3,32379,7858028,50,100000,500000,2025-11-16T18:50:08+01:00
4,42379,36563500,50,100000,500000,2025-11-16T18:50:08+01:00
5,52379,7976836,50,100000,500000,2025-11-16T18:50:08+01:00
