dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,7783572,50,100000,500000,2025-11-16T18:56:16+01:00
2,22379,7850352,50,100000,500000,2025-11-16T18:56:16+01:00
3,32379,28231480,50,100000,500000,2025-11-16T18:56:16+01:00
4,42379,7797388,50,100000,500000,2025-11-16T18:56:16+01:00
5,52379,7683056,50,100000,500000,2025-11-16T18:56:16+01:00
