dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,7266496,50,100000,500000,2025-11-16T18:29:06+01:00
2,22379,7268668,50,100000,500000,2025-11-16T18:29:06+01:00
3,32379,7161300,50,100000,500000,2025-11-16T18:29:06+01:00
4,42379,7080752,50,100000,500000,2025-11-16T18:29:06+01:00
5,52379,30521856,50,100000,500000,2025-11-16T18:29:06+01:00
