dest_node_id,peer_port,bytes_out_to_peer,threads,op_per_client,total_ops,timestamp
1,12379,27300992,50,100000,500000,2025-11-16T19:08:26+01:00
2,22379,9204456,50,100000,500000,2025-11-16T19:08:26+01:00
3,32379,9325608,50,100000,500000,2025-11-16T19:08:26+01:00
4,42379,9696932,50,100000,500000,2025-11-16T19:08:26+01:00
5,52379,9522540,50,100000,500000,2025-11-16T19:08:26+01:00
